"Manufacturer Name","Model Name","HardWare Number","FirmWare Number","Application Number","Approval Number","Version","Product Type","Expiry Date","Approval Class","PIN Support","Key Management","Prompt Control","PIN Entry Technology","Functions Provided","not_marketed"
"Ingenico","iDE280","iDE2xx-02Txxxxx, iDE2xx-12Txxxxx (with CTLS)","820518 V12.xx","820365v02.xx (Key schemes),. 820528V02.xx (SRED),. 820175v01.xx (OP),. 844577v01.xx (OP)","4-30166","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Ingenico","iUC150B","iUC15x-01Txxxxx","820168 v01.xx","820365 v02.xx","4-30172","4.x","OEM SCR","30 Apr 2023","SCR","N/A","N/A","N/A","N/A","CTLS,SRED","0"
"Ingenico","iSMP3","IMP5xx-01Txxxxx, IMP5xx-11Txxxxx (CTLS Support)","820305 V11.xx","820365 V02.xx (key schemes),. 820073 V01.xx (Open Protocol module),. 820528V02.xx (SRED module).","4-30175","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Ingenico","iUC160B","iUC16x-01Txxxxx","820179v01.xx","820365 v02.xx,. 820073 v02.xx,. 820528 v02.xx","4-30197","4.x","SCR","30 Apr 2023","SCR","N/A","N/A","N/A","N/A","CTLS,OP,SRED","0"
"Ingenico","FIT111","FIT1xx-01Txxxxx","820179v01.xx","820365 v02.xx. 820073 v02.xx. 820528 v02.xx","4-30211","4.x","OEM Non PED","30 Apr 2023","Non PED","N/A","Fixed,MK/SK,DUKPT","N/A","N/A","CTLS,OP,SRED","0"
"Ingenico","Lane/7000","LAN70AA","820547v01.xx","820376v01.xx, 820549v01.xx (SRED), 820548V02.xx (OP)","4-30226","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Ingenico","iSC Touch 250","iSC2xx-21Txxxxx, iSC2xx-31Txxxxx","820518 V12.xx, SRED (CTLS): 820528V02.xx","820365 V02.xx (schemes),. 820073 V01.xx (Open Protocol module),. ,820554 V01.xx","4-30132","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Ingenico","iSC Touch 250","iSC2xx-21Txxxxx, iSC2xx-31Txxxxx","820365 V02.xx, 820518 V02.xx, 820528V02.xx","820073 V01.xx (Open Protocol module),. ,820554 V01.xx (SRED module)","4-30135","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Ingenico","ISC Touch 480","ISC4xx-01Txxxxx (no CTLS), ISC4xx-11Txxxxx (CTLS)","820365 V02.xx, 820518V01.xx, 820518V02.xx, SRED (CTLS): 820528V02.xx","820073 V01.xx 1(Open Protocol module),,820554 V01.xx (SRED module)","4-30098","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Ingenico","iSC Touch 480","ISC4xx-01Txxxxx, ISC4xx-11Txxxxx","820518 V11.xx, 820518 V12.xx, 820528V02.xx","820365V02.xx (key schemes), . 820073V01.xx (Open Protocol module),,820554 V01.xx (SRED module)","4-30125","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Ingenico","iPP320, iPP350, iPP310, iPP315","iPP3xx-21Txxxxx, iPP3xx-31Txxxxx, iPP3xx-41Txxxxx, iPP3xx-51Txxxxx","Base firmware: 820305 V11.xx, 820180 V01.xx","820365 V02.xx (key schemes),. 820073 V01.xx (Open Protocol module),. 820528 V02.xx (SRED module),820554 V01.xx (SRED module)","4-30176","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Ingenico","iSMP4","IMP6xx-01Txxxxx (without contactless), IMP6xx-11Txxxxx (with contactless), IMP6xx-02Txxxxx, (without contactless), IMP6xx-12Txxxxx(with contactless)","820305v11.xx","820528v02.xx (SRED). 820073v02.xx (OP). 820365v02.xx (Security Schemes), 820554 V01.xx (SRED module),820554 V01.xx (SRED module)","4-30220","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Ingenico","iPP310, iPP320, iPP350","IPP3xx-11Txxxxx","SRED (CTLS): 820365 V02.xx, 820305V02.xx, 820528V02.xx, SRED (Non CTLS):  820375V01.xx, 820554v01.xx","820073v01.xx","4-20184","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Ingenico","Move/2500","MOV25AA (Non CTLS), MOV25BA ( CTLS), MOV25CA (Non CTLS), MOV25DA (CTLS), MOV25AB (Non CTLS), MOV25BB (CTLS), MOV25CB (Non CTLS with privacy shield), MOV25DB (CTLS with privacy shield), MOV25EB (Non CTLS), MOV25FB (CTLS), MOV25GB (Non CTLS with privacy shield), MOV25HB (CTLS with privacy shield), MOV25AC (Non CTLS), MOV25BC (CTLS), MOV25CC (Non CTLS with privacy shield), MOV25DC (CTLS with privacy shield), MOV25EC (Non CTLS), MOV25FC (CTLS), MOV25GC (Non CTLS with privacy shield), MOV25HC (CTLS with privacy shield)","820547v01.xx, 820376v01.xx, 820549v01.xx (SRED)","820548V01.xx (OP),820548V02.xx (OP)","4-20293","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Ingenico","iUR250, iUR250P","IUR2xx-01Txxxxx  standard Ingenico product, IUR2xx-11Txxxxx  specific bezel","820514v02.xx, 820514v12.xx","820365v02.xx","4-30250","4.x","OEM SCR","30 Apr 2023","SCR","Offline","N/A","N/A","N/A","ICCR,MSR,SRED","0"
"Ingenico","iUP250LE","IUP2xx-11Txxxxx","820305v12.xx, 820305V13.xx","820365v02.xx, . 820073v02.xx, . 820528v02.xx","4-30251","4.x","OEM PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,PIN Entry,OP,SRED","0"
"Ingenico","Move/3500","MOV35AA, MOV35BA, MOV35CA, MOV35DA, MOV35AB, MOV35BB, MOV35CB, MOV35DB, MOV35EB, MOV35FB","820547v01.xx, 820376v01.xx, 820549V01.xx (SRED)","820548V01.xx (OP)","4-20289","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Ingenico","IUP250","IUP2xx-01Txxxxx","820305 V01.xx, SRED:  820528V02.xx, 820305V03.xx","820365 V02.xx (key schemes). 820073 V1.xx (Open Protocol module).","4-30075","3.x","OEM PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,PIN Entry,OP,SRED","0"
"Ingenico","iUR250, iUR250P","iUR2xx-01Txxxxx, iUR2xx-11Txxxxx","SRED: 820514V01.xx, 820514V11.xx","820365 V02.xx (Key Schemes)","4-30083","3.x","OEM SCR","30 Apr 2020","SCR","Offline","Fixed,MK/SK,DUKPT","N/A","N/A","ICCR,MSR,SRED","0"
"Ingenico","iUC250","IUC25x-01Txxxxx","820178 v01.xx, 820178 v11.xx","820365 V02.xx","4-30164","4.x","OEM SCR","30 Apr 2023","SCR","Offline","N/A","N/A","N/A","ICCR,MSR,CTLS,SRED","0"
"Ingenico","Desk/3200 Desk/3500","DES32AA (Non CTLS), DES32BA (CTLS), DES35AA (Non CTLS), DES35BA (CTLS), DES32CA (Non CTLS), DES32DA (CTLS), DES35CA (Non CTLS), DES35DA (CTLS), DES32AB (Non CTLS), DES32BB (CTLS), DES32CB (Non CTLS), DES32DB (CTLS), DES35AB (Non CTLS), DES35BB (CTLS), DES35CB (Non CTLS), DES35DB (CTLS)","820547v01.xx, 820376v01.xx, 820549v01.xx (SRED)","820548V01.xx (OP),820548V02.xx (OP)","4-20283","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Ingenico","Move/2500","MOV25AP, MOV25BP, MOV25CP, MOV25DP, MOV25EP, MOV25FP, MOV25GP, MOV25HP","820547v01.xx, 820376v01.xx, 820555v01.xx (SRED)","820548V02.xx (Open Protocol)","4-20310","5.x","PED","30 Apr 2026","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Ingenico","IPP220, IPP280","iPP22x-31TXXXXX, (non CTLS, No PIN Shield), iPP28x-31TXXXXX, iPP22x-41TXXXXX, (CTLS, iPP28x-41TXXXXX, iPP22x-51TXXXXX, PIN Shield), iPP28x-51TXXXXX, iPP22x-61TXXXXX, iPP28x-61TXXXXX","820514v03.xx","","4-20305","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,CTLS,PIN Entry,SRED","0"
"Ingenico","APOS A8","L420abxx0x1 (no CTLS reader), L420abxx1x1 (with CTLS reader), x420xbxx0x2 (no CTLS reader), x420xbxx1x2 (with CTLS reader), x420xbxx2x2 (no CTLS reader; with SAM slot), x420xbxx3x2 (with CTLS reader; with SAM slot)","0104030e01.xxxxx, 0208030e03.xxxxx","","4-30292","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Touch Screen","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Ingenico","Move/5000","MOV50AB, (Non CTLS), MOV50BB, (CTLS), MOV50CB, (Non CTLS + Privacy shield), MOV50DB, (CTLS + Privacy shield), MOV50JB (CTLS + Privacy shield + Desktop case lid)","820547v01.xx, 820376v01.xx, 820555v01.xx (SRED)","820548V02.xx (Open Protocol)","4-20316","5.x","PED","30 Apr 2026","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad,Touch Screen,Both","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Ingenico","Desk/5000","DES50AB, (Non CTLS), DES50BB, (CTLS), DES50CB, (Non CTLS + Privacy Shield), DES50DB(CTLS +  Privacy Shield)","820547v01.xx, 820376v01.xx, 820555v01.xx (SRED)","820548V02.xx (Open Protocol)","4-20317","5.x","PED","30 Apr 2026","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Ingenico","Desk/3200 Desk/3500","DES32AB (without contactless), DES32BB (with contactless), DES32CB (without contactless, with PIN shield), DES32DB (with contactless, DES35AB (without contactless), DES35BB (with contactless), DES35CB (without contactless, DES35DB (with contactless","820547v01.xx, 820376v01.xx, 820555v01.xx (SRED)","820548V02.xx (Open Protocol)","4-20321","5.x","PED","30 Apr 2026","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Ingenico","Desk/5000","DES50AA (non CTLS); DES50BA (CTLS), DES50CA (Non CTLS); DES50DA (CTLS), DES50AB (Non CTLS), DES50BB (CTLS), DES50CB (Non CTLS), DES50DB (CTLS)","820547v01.xx; 820376v01.xx, 820549V01.xx, 820555v01.xx (SRED)","820548V01.xx, 820548V02.xx (Open Protocol), 820548V02.xx (Open Protocol),","4-20281","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Ingenico","Move/5000","MOV50AA (Non CTLS); MOV50BA (CTLS), MOV50JA (CTLS), MOV50CA, MOV50DA, MOV50AB, MOV50BB (CTLS), MOV50CB, MOV50DB  (CTLS), MOV50JB (CTLS)","820547v01.xx; 820376v01.xx; (SRED) CTLS: 820549V01.xx, 820555v01.xx (SRED)","820548V01.xx (Open Protocol), 820548V02.xx (Open Protocol), 820548V02.xx (Open Protocol),","4-20282","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Ingenico","Move/3500","MOV35AB (non CTLS), MOV35BB (CTLS), MOV35EB (CTLS), MOV35CB (non CTLS), MOV35DB (CTLS), MOV35FB (CTLS), MOV35JB (CTLS)","820547v01.xx, 820376v01.xx, 820555v01.xx (SRED)","820548V02.xx (Open Protocol)","4-20320","5.x","PED","30 Apr 2026","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Ingenico","Lane/5000","LAN50AB (non CTLS), LAN50BB (CTLS)","820547v01.xx, 820376v01.xx, 820549V01.xx (SRED), 820555V01.xx (SRED), 820556V01.xx (SRED)","820548V01.xx (Open Protocol), 820548V02.xx (Open Protocol)","4-20286","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Ingenico","Lane/5000","LAN51BA, LAN51CA, LAN51DA, LAN51EA","820547v01.xx, (Non SRED) 820376v01.xx (Non SRED), 820549V01.xx","820548V02.xx (Open Protocol)","4-20303","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Ingenico","Link/2500","LIN25AA, Non CTLS, LIN25BA, CTLS, LIN25CA, LIN25DA, LIN25EA; Touchscreen version; no CTLS support, LIN25FA; Touchscreen version; with CTLS support, LIN25GA; Dual Head version; no CTLS support, LIN25HA; Dual Head version; with CTLS support","820547v01.xx, 820556v01.xx (SRED On-Guard SDE), 820555v01.xx (SRED AWL)","820376V01.xx,. 820549v01.xx (SRED),. 820548v02.xx (OP)","4-30230","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Ingenico","Lane/3000","LAN30AA, LAN30BA, LAN30CA, LAN30DA, LAN30EA, LAN30FA, LAN30GA, LAN30HA","820547v01.xx","820376v01.xx, . 820555v01.xx (SRED),. 820548V02.xx (OP). ,820556v01.xx (SRED On-Guard SDE)","4-30310","5.x","PED","30 Apr 2026","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Ingenico","Lane/7000","LAN70AA, LAN70AB","820547v01.xx","820376v01.xx, . 820549v01.xx (SRED). 820548V02.xx (OP),820556v01.xx (SRED On-Guard SDE)","4-30237","5.x","PED","30 Apr 2026","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Ingenico","Lane/8000","LAN80AA","820547v01.xx","820376v01.xx, . 820549v01.xx (SRED),. 820548V02.xx (OP). ,820556v01.xx (SRED On-Guard SDE)","4-30257","5.x","PED","30 Apr 2026","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Innowi, Inc.","ChecOut m1","1.0","1.10.1","","4-10234","4.x","OEM PED","30 Apr 2023","PED","Online &amp; Offline","DUKPT","Vendor-controlled","Touch Screen","Display,ICCR,MSR,CTLS,PIN Entry,SRED","0"
"Intelligent Data","SmartLottery ID37","ID37110N12","2.3","1.7","4-40164","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP","0"
"Interpos Bilgi Teknolojileri Elektronik San. ve Tic. A.S.","inPOS m120","inf120CxxxxLxH1x","V.1.x.x.x","","4-80016","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry,OP","0"
"Invenco Group Limited","G6OPT, G6-200","01.00.xx, 1.06, 1.07","01.00.xx, 2.01, 2.06.16, 02.10.xx, 02.15.xxxx, 02.20.xxxx","","4-40068","3.x","OEM PED","30 Apr 2020","PED","Online &amp; Offline","MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry,OP","0"
"Invenco Group Limited","G7UPC, G7-100 UPC","1.01.xxxx","01.02.0022, 01.03.0043, 01.04.0007, 01.05.0009","","4-40193","4.x","OEM PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,DUKPT","N/A","Physical Keypad","ICCR,MSR,CTLS,PIN Entry,SRED","0"
"Invenco Group Limited","G7SDC12-01 and G7UPC, G7-100 SDC and G7-100 UPC","1.01","01.02.0029, 01.03.0043, 01.04.0007, 01.05.0009","","4-40194","4.x","OEM PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,SRED","0"
"Itos Technology, S.L.","MPED 400","2.02.xxy","SRED:  2.4.x.0","","4-30099","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry,SRED","1"
"Itos Technology, S.L.","BP-50","02.02.xx.xxBN","SRED: 02.04.x.x","","4-30115","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry,SRED","0"
"Itos Technology, S.L.","BP-500","02.03.xx.xx BN","02.04.xx.xx","","4-30156","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry,SRED","0"
"Itos Technology, S.L.","CM5","xxx-41","Q-4-02.x2","","4-30284","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Vendor-controlled","Touch Screen","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"ITWELL Co Ltd","UBITA3500","V02","1.8","","4-60187","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry","0"
"ITWELL Co Ltd","Head","V05","V1.4","","4-40150","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Touch Screen","Display,ICCR,MSR,PIN Entry,SRED","0"
"iZettle Merchant Services AB","IZ004-P01","1337.0.xx.xxx.xxxxxx","SRED: 1.0.2","","4-40138","3.x","PED","30 Apr 2020","PED","Online","DUKPT","Acquirer-controlled","Physical Keypad","Display,MSR,PIN Entry,OP,SRED","1"
"Jiangsu Dongda Integrated Circuits System Engineering Technology Co.,Ltd","DJ-V90 POS","V02.03.0x","v1.0.4","","4-60208","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Touch Screen","Display,ICCR,MSR,PIN Entry,OP","0"
"Jiangsu Houge Technology Corp.","HGT-35","3MB_Rev1.2","2.0","","4-40177","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP","0"
"Jiangsu Houge Technology Corp.","HGT-55","5MB_Rev4.0","0120","0115","4-40213","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,SRED","0"
"Jiangsu Houge Technology Corp.","HGT-85W","31-00850-003(V1.3)","0120","0115","4-40222","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,SRED","0"
"JUSP S.p.A.","JUSP-JAU01","SPCZZNKWxJUS1x, SPCZZNKWxJUS2x","SRED: 12125KEA10","12120CBA30","4-20274","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,PIN Entry,SRED","0"
"KanhaTech Solutions Limited","JioPay 2800","KT-3P5.XX.XX.XXX1","BL-3P5.XX.XXX, KT-3P5.XX.XXX","-","4-20291","4.x","OEM PED","30 Apr 2023","PED","Online &amp; Offline","DUKPT","N/A","Physical Keypad","Display,ICCR,MSR,PIN Entry,OP,SRED","0"
"KanhaTech Solutions Limited","JioPay 3850","KT-4P6.XX.XX.XXXX, KT 4P6.XX.XX.XXXXXX","KT-4.6.XX.XXX","JIO-PA-1.0.XX.XXX","4-20290","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"KoolPos, Inc","Kool11","3.0_xx_xx_xxxx","kp1.3.5-sv1.1.1","","4-40214","4.x","Non PED","30 Apr 2023","Non PED","Offline","MK/SK","Acquirer-controlled","N/A","Display,ICCR,MSR,CTLS,OP,SRED","0"
"Kwang Woo Information & Communication Co., LTD","C2-53T","C2-53T_V1.0","Ver 1.00","","4-40224","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry","0"
"Lafon sas","APL3","T1_xxxxxx T2_xxxxxx","SRED: MT1Z001R01-03_MT2006R01-03","","4-60151","3.x","OEM PED","30 Apr 2020","PED","Online &amp; Offline","MK/SK,DUKPT","Vendor-controlled","Touch Screen","Display,ICCR,MSR,PIN Entry,OP,SRED","0"
"Liquid Payment Solutions Pte LTD","PayLiquid Kasai","PN 00001xxx","SRED:I1 00 xx.00; HAL 03.03","E 1 00 xx 00; B 1 00 xx 00","4-30113","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry,SRED","0"
"Logos Design A/S","Vending CAT","3","SRED: 3.12","","4-60182","3.x","OEM SCR","30 Apr 2020","SCR","N/A","","Vendor-controlled","N/A","Display,ICCR,OP,SRED","0"
"LYNX ADVANCE TECHNOLOGY","LYNX-W10","1.0.x","1.0.x","","4-30241","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"LYNX ADVANCE TECHNOLOGY","L-450R","VI218-MAIN-V1.00, Vi218-MAIN-V1.00, Vi218-MAIN-V1.10","VI218-USER-V1.00, Vi218-USER-V1.00, Vi218-USER-V1.10 (SRED), Vi218-USER-V1.20 (SRED, OP)","","4-10220","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"LYNX ADVANCE TECHNOLOGY","LYNX E-1000","V1.xx, V2.xx, V3.xx, V4.xx, V5.xx","V1.01","","4-60204","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry","0"
"LYNX ADVANCE TECHNOLOGY","LYNX-350R","Q6_00_xx_01_xx, Q6_00_xx_02_xx, Q6_01_xx_02_xx","Boot: vBoot.Kinetis.USB.02_00, Master: v2.05_00_xxxxxxxx, PINPad: v01.06_00_xxxxxxxx, KLA: v0.2_00.x","","4-30201","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,SRED","0"
"MagTek Inc","DynaPro Mini","32PCIXXXzA, 32PCIXXXzB, 32PCIXXXzC","SRED:, 21042034  Cxx-PCI (Online &amp; Offline), 21042017  Cxx-PCI (Online &amp; Offline), 21042038  Cxx-PCI (Online &amp; Offline), 21042036  Cxx-PCI (Online &amp; Offline), Non-SRED:, 21042039  Cxx-PCI (Online &amp; Offline), 21042029  Cxx-PCI (Online &amp; Offline), 21042028  Cxx-PCI (Online &amp; Offline), 21042042  Cxx-PCI (Online &amp; Offline), SRED: 21042038 Dxx-PCI (Online &amp; Offline), 21042036 Dxx-PCI (Online &amp; Offline), Non-SRED: 21042028 Dxx-PCI (Online &amp; Offline), 21042042 Dxx-PCI (Online &amp; Offline)","","4-10155","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry,OP,SRED","0"
"MagTek Inc","Dynasty PINPAD","3005606x","SFT018-20170628-1-R","","4-30273","4.x","OEM PED","30 Apr 2023","PED","Online","Fixed,MK/SK,DUKPT","N/A","Physical Keypad","PIN Entry","0"
"MagTek Inc","DynaPro Go","34PCI2x0Ax","1000004594-Ax-PCI","","4-10232","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,SRED","0"
